53PJ9NuERcvfRvPwoRIkUQ,1417,-251,3,126.8557510376,48.9642868042,t
XGSiU6m3bAhqEwoZtgrSEg,12035,-879,1,14.178565979,315.7767944336,t
XGSiU6m3bAhqEwoZtgrSEg,2131,-395,1,14.178565979,37.1517868042,t
XGSiU6m3bAhqEwoZtgrSEg,10529,-325,1,14.178565979,267.4017944336,t
TnANORuEWpEMc44k-EpN1Q,12989,-678,1,310.3451843262,338.0892944336,t
TnANORuEWpEMc44k-EpN1Q,10695,-317,1,310.3451843262,282.7767944336,t
TnANORuEWpEMc44k-EpN1Q,10221,-267,1,310.3451843262,282.7767944336,t
4gQPTKnVWtTrdCF7HXPANg,2775,-971,1,322.1788330078,49.7142868042,t
4gQPTKnVWtTrdCF7HXPANg,9747,-522,1,322.1788330078,269.4642944336,t
4gQPTKnVWtTrdCF7HXPANg,9376,-341,1,322.1788330078,269.4642944336,t
4gQPTKnVWtTrdCF7HXPANg,9449,-324,3,322.1788330078,261.4017944336,t
prMAsZ283Q-GBpPv9OA2IQ,4708,-411,2,168.2172393799,143.0625,t
prMAsZ283Q-GBpPv9OA2IQ,5160,-376,2,168.2172393799,143.0625,t
prMAsZ283Q-GBpPv9OA2IQ,7370,-503,2,168.2172393799,212.25,t
prMAsZ283Q-GBpPv9OA2IQ,8236,-497,2,168.2172393799,212.25,t
prMAsZ283Q-GBpPv9OA2IQ,10876,-574,2,168.2172393799,300.9375,t
prMAsZ283Q-GBpPv9OA2IQ,11455,-543,2,168.2172393799,300.9375,t
prMAsZ283Q-GBpPv9OA2IQ,1254,-758,2,168.2172393799,41.0625,t
prMAsZ283Q-GBpPv9OA2IQ,2556,-653,2,168.2172393799,41.0625,t
sPYP6S60xuD2gJ2LDe8w3g,5836,-1120,2,93.5872955322,145.125,t
sPYP6S60xuD2gJ2LDe8w3g,6747,-818,2,93.5872955322,145.125,t
sPYP6S60xuD2gJ2LDe8w3g,13103,-979,2,93.5872955322,28.6875,t
sPYP6S60xuD2gJ2LDe8w3g,12397,-670,2,93.5872955322,341.0625,t
Ebfc5SEgnQhFobNGWu6PWg,8395,-505,1,341.3625488281,236.2678527832,t
Ebfc5SEgnQhFobNGWu6PWg,11472,-662,2,341.3625488281,300.2857055664,t
Ebfc5SEgnQhFobNGWu6PWg,1426,-385,7,341.3625488281,36.75,t
Ebfc5SEgnQhFobNGWu6PWg,411,-460,7,341.3625488281,36.75,t
Ebfc5SEgnQhFobNGWu6PWg,6467,-497,1,341.3625488281,177,t
P3r9DFelb4FPkN5XCJBntQ,6189,-1165,1,104.121673584,173.4375,t
P3r9DFelb4FPkN5XCJBntQ,362,-402,2,104.121673584,355.125,t
P3r9DFelb4FPkN5XCJBntQ,4152,-277,1,104.121673584,113.4375,t
fILqT3EWJ_ZpezDigHJ-Aw,4525,-299,1,98.9909515381,117.75,t
fILqT3EWJ_ZpezDigHJ-Aw,1644,-183,2,98.9909515381,33.9375,t
HTZEaw8gPnRj6ltd83FYaQ,11902,-592,2,71.3385238647,339.5625,t
HTZEaw8gPnRj6ltd83FYaQ,12080,-911,1,71.3385238647,330,t
HTZEaw8gPnRj6ltd83FYaQ,7906,-895,1,71.3385238647,220.5,t
HTZEaw8gPnRj6ltd83FYaQ,8031,-593,1,71.3385238647,220.5,t
HTZEaw8gPnRj6ltd83FYaQ,9323,-235,1,71.3385238647,239.0625,t
HTZEaw8gPnRj6ltd83FYaQ,10596,-270,2,71.3385238647,298.6875,t
HTZEaw8gPnRj6ltd83FYaQ,10347,-213,1,71.3385238647,274.875,t
PzKLPRWBFuASHjalf9__Sw,9335,-285,1,47.8304862976,274.875,t
PzKLPRWBFuASHjalf9__Sw,6947,-976,1,47.8304862976,201.9375,t
PzKLPRWBFuASHjalf9__Sw,5716,-1550,1,47.8304862976,175.3125,t
PzKLPRWBFuASHjalf9__Sw,6386,-374,3,47.8304862976,175.3125,t
PzKLPRWBFuASHjalf9__Sw,197,-649,1,47.8304862976,5.0625,t
PzKLPRWBFuASHjalf9__Sw,12958,-487,2,47.8304862976,5.0625,t
PzKLPRWBFuASHjalf9__Sw,10896,-277,2,47.8304862976,314.625,t
RoOyujZ_v9GlaDgmKdclvw,12369,-1526,1,230.6376495361,17.625,t
RoOyujZ_v9GlaDgmKdclvw,690,-755,2,230.6376495361,17.625,t
RoOyujZ_v9GlaDgmKdclvw,6977,-767,1,230.6376495361,184.6875,t
RoOyujZ_v9GlaDgmKdclvw,6143,-512,1,230.6376495361,184.6875,t
RoOyujZ_v9GlaDgmKdclvw,7269,-500,4,230.6376495361,184.6875,t
vQCWx0P7DExHD-KIfA7keA,1870,-808,2,140.2274169922,58.1875,t
vQCWx0P7DExHD-KIfA7keA,2667,-649,2,140.2274169922,58.1875,t
vQCWx0P7DExHD-KIfA7keA,11379,-792,2,140.2274169922,298.375,t
vQCWx0P7DExHD-KIfA7keA,5177,-445,1,140.2274169922,140.6875,t
zsvKv7NrQo5DyRZJWnUKlQ,11220,-525,2,89.0975646973,311.3125,t
zsvKv7NrQo5DyRZJWnUKlQ,9032,-474,1,89.0975646973,251.125,t
IPINWuRD6RThQtPSHnVRZw,1334,-757,2,88.9659805298,50.3125,t
IPINWuRD6RThQtPSHnVRZw,1280,-497,2,88.9659805298,50.3125,t
IPINWuRD6RThQtPSHnVRZw,5197,-701,2,88.9659805298,131.6875,t
IPINWuRD6RThQtPSHnVRZw,5253,-477,2,88.9659805298,131.6875,t
b0eOV36e75GdxsTJKxhJzw,5022,-581,1,88.7871856689,144.0625,t
b0eOV36e75GdxsTJKxhJzw,5509,-420,3,88.7871856689,144.0625,t
b0eOV36e75GdxsTJKxhJzw,7657,-570,2,88.7871856689,198.8125,t
b0eOV36e75GdxsTJKxhJzw,8245,-612,2,88.7871856689,198.8125,t
b0eOV36e75GdxsTJKxhJzw,1487,-618,2,88.7871856689,46.375,t
b0eOV36e75GdxsTJKxhJzw,1125,-582,2,88.7871856689,24.625,t
b0eOV36e75GdxsTJKxhJzw,12279,-629,2,88.7871856689,335.3125,t
b0eOV36e75GdxsTJKxhJzw,11671,-697,2,88.7871856689,335.3125,t
IPINWuRD6RThQtPSHnVRZw,1984,-726,2,88.9659805298,44.3125,t
_ThcAfjL-9PVTI2IGWcIkg,1213,-808,2,359.3663330078,13.9375,t
_ThcAfjL-9PVTI2IGWcIkg,1875,-774,2,359.3663330078,13.9375,t
_ThcAfjL-9PVTI2IGWcIkg,11731,-663,2,359.3663330078,323.875,t
_ThcAfjL-9PVTI2IGWcIkg,11090,-668,2,359.3663330078,323.875,t
_ThcAfjL-9PVTI2IGWcIkg,8152,-497,2,359.3663330078,226.375,t
_ThcAfjL-9PVTI2IGWcIkg,7808,-472,2,359.3663330078,226.375,t
_ThcAfjL-9PVTI2IGWcIkg,5279,-586,2,359.3663330078,147.0625,t
_ThcAfjL-9PVTI2IGWcIkg,5870,-481,2,359.3663330078,147.0625,t
_ThcAfjL-9PVTI2IGWcIkg,5819,-416,3,359.3663330078,147.0625,t
2A6p50LemUj6YuJYRTcoOA,5069,-837,2,359.1180419922,112.1875,t
2A6p50LemUj6YuJYRTcoOA,5165,-574,2,359.1180419922,112.1875,t
2A6p50LemUj6YuJYRTcoOA,8668,-730,2,359.1180419922,216.8125,t
wiW8PBT09OyhaBosI5vw6A,11425,-503,1,1.1734104156,313.75,t
wiW8PBT09OyhaBosI5vw6A,1647,-591,1,1.1734104156,8.875,t
wiW8PBT09OyhaBosI5vw6A,12382,-287,1,1.1734104156,333.4375,t
fnSNW0E9urQ7bfNcOts3_w,5330,-777,1,358.6837158203,143.3125,t
Xmfv29SgOgcVOVv55fc0HQ,11987,-663,1,358.5075683594,338.6875,t
Xmfv29SgOgcVOVv55fc0HQ,5073,-449,1,358.5075683594,137.3125,t
Xmfv29SgOgcVOVv55fc0HQ,5976,-345,1,358.5075683594,152.6875,t
Xmfv29SgOgcVOVv55fc0HQ,7523,-341,1,358.5075683594,213.8125,t
Xmfv29SgOgcVOVv55fc0HQ,8412,-392,1,358.5075683594,237.625,t
Xmfv29SgOgcVOVv55fc0HQ,10417,-686,1,358.5075683594,295.9375,t
2A6p50LemUj6YuJYRTcoOA,8452,-478,2,359.1180419922,216.8125,t
fnSNW0E9urQ7bfNcOts3_w,3802,-752,1,358.6837158203,101.875,t
Xmfv29SgOgcVOVv55fc0HQ,2896,-693,1,358.5075683594,66.25,t
wiW8PBT09OyhaBosI5vw6A,2097,-1016,1,1.1734104156,37.75,t
wiW8PBT09OyhaBosI5vw6A,861,-338,1,1.1734104156,8.875,t
fnSNW0E9urQ7bfNcOts3_w,1577,-542,1,358.6837158203,34.5625,t
fnSNW0E9urQ7bfNcOts3_w,11655,-510,1,358.6837158203,307,t
wiW8PBT09OyhaBosI5vw6A,11019,-872,1,1.1734104156,313.75,t
fnSNW0E9urQ7bfNcOts3_w,8142,-621,1,358.6837158203,208.1875,t
fnSNW0E9urQ7bfNcOts3_w,9541,-615,1,358.6837158203,255.4375,t
Xmfv29SgOgcVOVv55fc0HQ,1340,-716,1,358.5075683594,25.5625,t
DZtX1-3WTIFwW5UFbYpS-A,8415,-700,1,358.7449035645,223.75,t
DZtX1-3WTIFwW5UFbYpS-A,5098,-694,1,358.7449035645,147.25,t
DZtX1-3WTIFwW5UFbYpS-A,1375,-478,3,358.7449035645,46.5625,t
7YiyTzFbvNivLvYXAuu88Q,3194,-779,3,359.624786377,68.875,t
7YiyTzFbvNivLvYXAuu88Q,3852,-693,3,359.624786377,68.875,t
EWazcRXx4rxAJN-uqRdT1g,5597,-441,3,359.2885742188,136.1875,t
EWazcRXx4rxAJN-uqRdT1g,12123,-403,3,359.2885742188,336.625,t
QmtfhalnBQ7CEsi1nJmm6g,11633,-550,2,359.7643127441,347.9375,t
QmtfhalnBQ7CEsi1nJmm6g,896,-741,2,359.7643127441,36.3125,t
QmtfhalnBQ7CEsi1nJmm6g,1571,-863,2,359.7643127441,60.125,t
QmtfhalnBQ7CEsi1nJmm6g,4961,-742,2,359.7643127441,142.625,t
QmtfhalnBQ7CEsi1nJmm6g,8280,-462,2,359.7643127441,217.4375,t
QmtfhalnBQ7CEsi1nJmm6g,9001,-444,1,359.7643127441,217.4375,t
QmtfhalnBQ7CEsi1nJmm6g,10802,-505,1,359.7643127441,291.875,t
IfWzYEHcWFgEdUVrWJOtbQ,9277,-648,2,359.8266906738,263.375,t
IfWzYEHcWFgEdUVrWJOtbQ,3302,-989,2,359.8266906738,101.5625,t
IfWzYEHcWFgEdUVrWJOtbQ,4798,-1356,2,359.8266906738,101.5625,t
DXCYcbKzmYWxfeJEi-_OOg,750,-693,2,359.8872680664,27.3125,t
DXCYcbKzmYWxfeJEi-_OOg,11644,-572,2,359.8872680664,317.9375,t
DD_VEw86rKdcCULiczEY9g,5959,-673,2,357.4627380371,160.4375,t
DD_VEw86rKdcCULiczEY9g,8435,-498,2,357.4627380371,220.25,t
LVbKACFUqHL0i5ALf0P41Q,5981,-598,2,320.4672241211,164.75,t
LVbKACFUqHL0i5ALf0P41Q,1909,-1664,2,320.4672241211,45.5,t
LVbKACFUqHL0i5ALf0P41Q,105,-1302,2,320.4672241211,7.625,t
LVbKACFUqHL0i5ALf0P41Q,10554,-510,2,320.4672241211,287.75,t
LVbKACFUqHL0i5ALf0P41Q,10058,-383,1,320.4672241211,259.4375,t
LVbKACFUqHL0i5ALf0P41Q,8634,-298,1,320.4672241211,233.1875,t
LVbKACFUqHL0i5ALf0P41Q,8147,-279,2,320.4672241211,233.1875,t
LVbKACFUqHL0i5ALf0P41Q,6530,-385,2,320.4672241211,169.4375,t
jCAimau0IoExc3RWWzR1Cw,5371,-1853,2,21.5248012543,170.1875,t
jCAimau0IoExc3RWWzR1Cw,3232,-1470,2,21.5248012543,108.3125,t
jCAimau0IoExc3RWWzR1Cw,9100,-504,2,21.5248012543,248.375,t
jCAimau0IoExc3RWWzR1Cw,9784,-447,1,21.5248012543,248.375,t
U-aA9ZXvFpX_IZLwNb-VRQ,2047,-807,2,45.0922393799,68.5625,t
U-aA9ZXvFpX_IZLwNb-VRQ,11357,-820,2,45.0922393799,314.5625,t
U-aA9ZXvFpX_IZLwNb-VRQ,10543,-659,1,45.0922393799,292.0625,t
U-aA9ZXvFpX_IZLwNb-VRQ,8574,-450,1,45.0922393799,218.75,t
U-aA9ZXvFpX_IZLwNb-VRQ,7574,-408,1,45.0922393799,218.75,t
U-aA9ZXvFpX_IZLwNb-VRQ,6078,-428,1,45.0922393799,153.125,t
U-aA9ZXvFpX_IZLwNb-VRQ,5176,-516,1,45.0922393799,128.1875,t
mADzhX_EbNX-almFPPDqZQ,8605,-761,1,71.909362793,243.3125,t
mADzhX_EbNX-almFPPDqZQ,11878,-792,1,71.909362793,313.8125,t
mADzhX_EbNX-almFPPDqZQ,12966,-723,2,71.909362793,313.8125,t
mADzhX_EbNX-almFPPDqZQ,6932,-669,1,71.909362793,194.75,t
iXYGtES5ujggzEp38_EJYg,7257,-1389,2,65.3627853394,218.375,t
iXYGtES5ujggzEp38_EJYg,7622,-904,2,65.3627853394,218.375,t
iXYGtES5ujggzEp38_EJYg,9145,-409,2,65.3627853394,218.375,t
yVu1RX2Ri4CQa2dpYDoxAA,3732,-264,2,100.9208450317,94.625,t
yVu1RX2Ri4CQa2dpYDoxAA,2554,-264,2,100.9208450317,55.8125,t
iXYGtES5ujggzEp38_EJYg,9391,-423,2,65.3627853394,218.375,t
iXYGtES5ujggzEp38_EJYg,11083,-353,2,65.3627853394,297.875,t
iXYGtES5ujggzEp38_EJYg,9326,-419,3,65.3627853394,218.375,t
iXYGtES5ujggzEp38_EJYg,12871,-787,2,65.3627853394,355.4375,t
V67Nf7PIpKcBCiF0WyaVPQ,902,-584,2,80.1371383667,5,t
yVu1RX2Ri4CQa2dpYDoxAA,4782,-845,2,100.9208450317,152.9375,t
yVu1RX2Ri4CQa2dpYDoxAA,3974,-288,2,100.9208450317,94.625,t
yVu1RX2Ri4CQa2dpYDoxAA,2307,-280,2,100.9208450317,55.8125,t
iXYGtES5ujggzEp38_EJYg,8603,-366,7,65.3627853394,218.375,t
V67Nf7PIpKcBCiF0WyaVPQ,5396,-1401,2,80.1371383667,149,t
V67Nf7PIpKcBCiF0WyaVPQ,8449,-492,7,80.1371383667,210.3125,t
yVu1RX2Ri4CQa2dpYDoxAA,1426,-585,2,100.9208450317,21.875,t
iXYGtES5ujggzEp38_EJYg,12622,-631,2,65.3627853394,355.4375,t
V67Nf7PIpKcBCiF0WyaVPQ,4307,-1303,2,80.1371383667,149,t
V67Nf7PIpKcBCiF0WyaVPQ,562,-517,2,80.1371383667,5,t
yVu1RX2Ri4CQa2dpYDoxAA,4849,-615,2,100.9208450317,152.9375,t
V67Nf7PIpKcBCiF0WyaVPQ,9115,-668,2,80.1371383667,230.1875,t
V67Nf7PIpKcBCiF0WyaVPQ,9665,-570,2,80.1371383667,230.1875,t
LEFWqL6KZM5PYlZNn42wSg,9606,-513,7,179.9325256348,253.125,t
LEFWqL6KZM5PYlZNn42wSg,9012,-1341,2,179.9325256348,226.5,t
LEFWqL6KZM5PYlZNn42wSg,11894,-516,2,179.9325256348,323.4375,t
LEFWqL6KZM5PYlZNn42wSg,12518,-574,1,179.9325256348,346.5,t
LEFWqL6KZM5PYlZNn42wSg,1416,-531,1,179.9325256348,37.6875,t
LEFWqL6KZM5PYlZNn42wSg,3785,-676,1,179.9325256348,118.875,t
HsgeyvychgYBpMjEW1wA9w,11560,-486,1,90.2723083496,316.6875,t
HsgeyvychgYBpMjEW1wA9w,8881,-407,1,90.2723083496,262.3125,t
mvNsvSd_0EIJdbIu-HoqDA,4761,-899,1,90.3282394409,115.6875,t
mvNsvSd_0EIJdbIu-HoqDA,4851,-590,1,90.3282394409,115.6875,t
mvNsvSd_0EIJdbIu-HoqDA,1411,-701,1,90.3282394409,38.0625,t
mvNsvSd_0EIJdbIu-HoqDA,1586,-408,1,90.3282394409,38.0625,t
92ZZ-oToFsK3Zq25TIkzpw,7556,-1063,1,106.0760269165,199.5,t
92ZZ-oToFsK3Zq25TIkzpw,9319,-958,1,106.0760269165,259.5,t
92ZZ-oToFsK3Zq25TIkzpw,12293,-544,1,106.0760269165,331.3125,t
92ZZ-oToFsK3Zq25TIkzpw,13303,-462,1,106.0760269165,331.3125,t
92ZZ-oToFsK3Zq25TIkzpw,2126,-353,1,106.0760269165,48.2232131958,t
92ZZ-oToFsK3Zq25TIkzpw,1175,-224,7,106.0760269165,32.3303565979,t
92ZZ-oToFsK3Zq25TIkzpw,4077,-513,1,106.0760269165,117.8660736084,t
92ZZ-oToFsK3Zq25TIkzpw,4525,-404,3,106.0760269165,117.8660736084,t
92ZZ-oToFsK3Zq25TIkzpw,3793,-358,4,106.0760269165,98.0446395874,t
DF4VBwDNJeFEg80MG6WL-A,4752,-810,1,90.3000183105,123.7589263916,t
DF4VBwDNJeFEg80MG6WL-A,4043,-608,4,90.3000183105,116.2589263916,t
DF4VBwDNJeFEg80MG6WL-A,8869,-703,1,90.3000183105,234.8303527832,t
DF4VBwDNJeFEg80MG6WL-A,9855,-566,1,90.3000183105,263.3125,t
DF4VBwDNJeFEg80MG6WL-A,11576,-425,1,90.3000183105,304.4732055664,t
DF4VBwDNJeFEg80MG6WL-A,12601,-371,1,90.3000183105,337.5089416504,t
DF4VBwDNJeFEg80MG6WL-A,657,-203,7,90.3000183105,36.9732131958,t
DF4VBwDNJeFEg80MG6WL-A,1450,-528,1,90.3000183105,52.8660697937,t
e-IyX4KXrmU_l5582FckLA,8379,-680,1,82.6969451904,211.7946472168,t
e-IyX4KXrmU_l5582FckLA,4117,-481,4,82.6969451904,122.3303604126,t
pn4K6uKsurl7qs5Dx8eUaA,3750,-281,3,87.4653701782,118.9375,t
pn4K6uKsurl7qs5Dx8eUaA,6792,-1072,4,87.4653701782,184.1160736084,t
pn4K6uKsurl7qs5Dx8eUaA,761,-613,4,87.4653701782,13.4017858505,t
oWacB_PuNgyTIxe3qr_sDg,4255,-527,3,88.2289276123,111.6160736084,t
VLnYi6PCtn8Z4h0IkhtNJw,1785,-455,1,90.1224136353,43.6696434021,t
VLnYi6PCtn8Z4h0IkhtNJw,3943,-352,1,90.1224136353,100.9910736084,t
VLnYi6PCtn8Z4h0IkhtNJw,4375,-461,4,90.1224136353,115.5446395874,t
oAMp90wEnIghr7ykQYklgA,157,-628,1,91.715171814,5.1875,t
oAMp90wEnIghr7ykQYklgA,4668,-665,1,91.715171814,124.3839263916,t
lUllc_bkAnZ145agnrLU9w,8239,-1420,1,109.5334320068,210.9910736084,t
lUllc_bkAnZ145agnrLU9w,6021,-727,3,109.5334320068,152.5089263916,t
Zezsvr7XeNaoSGgSjOf3gA,12134,-765,4,232.7931213379,340.875,t
Zezsvr7XeNaoSGgSjOf3gA,10701,-82,4,232.7931213379,307.75,t
Zezsvr7XeNaoSGgSjOf3gA,12799,-1756,2,232.7931213379,4.0892858505,t
Zezsvr7XeNaoSGgSjOf3gA,442,-1227,2,232.7931213379,4.0892858505,t
Zezsvr7XeNaoSGgSjOf3gA,2524,-515,2,232.7931213379,75.875,t
Zezsvr7XeNaoSGgSjOf3gA,2866,-472,2,232.7931213379,75.875,t
Zezsvr7XeNaoSGgSjOf3gA,4293,-277,2,232.7931213379,111.9464263916,t
Zezsvr7XeNaoSGgSjOf3gA,5504,-328,7,232.7931213379,147.3928527832,t
Zezsvr7XeNaoSGgSjOf3gA,6816,-570,7,232.7931213379,170.6964263916,t
5WWw7rCOil_KwsRivhN6Qw,9391,-149,7,255.2722473145,274.2142944336,t
5WWw7rCOil_KwsRivhN6Qw,10560,-320,7,255.2722473145,274.2142944336,t
5WWw7rCOil_KwsRivhN6Qw,1209,-1421,7,255.2722473145,17.071428299,t
S9tIMjyczH8lxkVdaEqPLw,11215,-436,7,267.3643188477,302.4285583496,t
Ii4_QF95UYk2cAHEXdn1EA,11268,-325,1,297.6207275391,300.2857055664,t
Ii4_QF95UYk2cAHEXdn1EA,10791,-337,1,297.6207275391,300.2857055664,t
NI7ma7FS4jHOC_zqpiE1hg,3061,-369,1,147.559753418,88.6785736084,t
hShqDLUwls0JCr6ZkzfOwA,7290,-653,1,146.9575195313,195.6428527832,t
5WWw7rCOil_KwsRivhN6Qw,4304,-810,7,255.2722473145,116.8035736084,t
-oXcWwBBzMSiP7lg0-EapQ,1503,-1235,7,269.6130065918,50.7321434021,t
